loading policy + frozen prior...
config: {'steps': 5000, 'batch': 128, 'lr': 0.0001, 'max_len': 100, 'temp': 1.0, 'beta_kl': 0.02, 'target_kl': 3.0, 'beta_kl_min': 0.001, 'beta_kl_max': 20.0, 'kl_adapt_factor': 1.5, 'ppo_epochs': 4, 'clip_eps': 0.2, 'lambda_unc': 1.0, 'baseline_momentum': 0.95, 'threshold_window_batches': 20, 'threshold_percentile': 70.0, 'threshold_update_every': 50, 'threshold_init': 0.0, 'threshold_decay': 0.1, 'diversity_filter': True, 'df_bucket_size': 25, 'df_mode': 'generic', 'df_record_threshold': 0.5, 'replay': True, 'replay_capacity': 1000, 'replay_max_per_scaffold': 10, 'replay_min_reward': 0.4, 'replay_k': 24, 'replay_coef': 0.05, 'replay_start': 200, 'transfer_learning': True, 'tl_every': 500, 'tl_start': 1000, 'tl_epochs': 2, 'tl_batch': 128, 'tl_max_mols': 500, 'tl_min_mols': 50, 'tl_lr': 1e-05, 'tl_max_kl': 8.0, 'log_every': 10, 'save_every': 200, 'out': 'checkpoints/rl_v5d', 'seed': 42}
reward model scheme=A_primary threshold=8.0 lambda_unc=1.0 invalid_reward=-1.0

  step      loss   reward    tau   p_act    unc      kl   beta  valid%  uniq% scaf/uniq  >tau% AD%(top)  dfmult  sat   buf  bscaf   rnll    sec
  4600   -0.0538   -0.035 -0.110   0.190  0.218   3.772  0.003    99.2   95.3     0.860   33.6    100.0   0.803  246  1000   1000  0.282   0.71
      saved checkpoint @ step 4600 | examples: ['CCOC(=O)c1nc(-c2ccccc2)n(Nc2ccc(C)cc2)c1N', 'Cc1ccc(NC(=O)N2CCS(=O)(=O)CC2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1', 'CN1CCC(c2ccccc2CNC(=O)c2ccccc2)CC1', 'Cc1ccncc1-c1ccc2cc(NC(=O)C3CC3C(=O)C3CCOC3)ncc2c1', 'CC(C)[C@H](C)NC(=O)c1ccc(NC(=O)Cn2cnc3cc(Cl)ccc3c2=O)cc1']
  4610   -0.0313   -0.030 -0.110   0.211  0.225   4.626  0.008    98.4   96.8     0.770   32.8    100.0   0.826  246  1000   1000  0.275   0.72
  4620    0.2948    0.043 -0.110   0.263  0.220   5.455  0.086   100.0   98.4     0.817   46.1    100.0   0.799  247  1000   1000  0.260   0.77
  4630    0.1915   -0.157 -0.110   0.082  0.223   2.587  0.195    98.4  100.0     0.849   12.5     91.7   0.947  247  1000   1000  0.277   0.70
  4640   -0.1614   -0.165 -0.110   0.068  0.234   1.831  0.086   100.0  100.0     0.891    7.8    100.0   0.974  247  1000   1000  0.357   0.75
  4650   -0.1997   -0.153 -0.114   0.075  0.213   2.702  0.011    98.4  100.0     0.857    9.4     91.7   0.911  248  1000   1000  0.348   0.76
  4660   -0.1462   -0.123 -0.114   0.102  0.224   2.403  0.005   100.0  100.0     0.859   18.0    100.0   0.921  248  1000   1000  0.284   0.79
  4670   -0.0928   -0.106 -0.114   0.101  0.207   2.834  0.005   100.0  100.0     0.844   20.3    100.0   0.909  248  1000   1000  0.288   0.78
  4680   -0.0458   -0.123 -0.114   0.087  0.202   2.701  0.005    99.2  100.0     0.811   20.3    100.0   0.923  248  1000   1000  0.256   0.74
  4690   -0.0459   -0.065 -0.114   0.135  0.200   3.757  0.005   100.0  100.0     0.781   33.6    100.0   0.857  250  1000   1000  0.297   0.81
  4700    0.0105   -0.070 -0.109   0.126  0.197   3.869  0.011   100.0   99.2     0.740   32.0    100.0   0.881  252  1000   1000  0.260   0.79
  4710    0.3865   -0.091 -0.109   0.118  0.209   3.285  0.195   100.0  100.0     0.844   28.1    100.0   0.907  253  1000   1000  0.287   0.80
  4720    0.1228   -0.147 -0.109   0.084  0.231   2.422  0.195   100.0  100.0     0.867   10.2     83.3   0.929  254  1000   1000  0.343   0.77
  4730   -0.1373   -0.166 -0.109   0.085  0.243   2.014  0.086    99.2  100.0     0.921    8.6     91.7   0.945  254  1000   1000  0.326   0.78
  4740   -0.1935   -0.160 -0.109   0.063  0.223   1.865  0.017   100.0  100.0     0.867    8.6    100.0   0.958  254  1000   1000  0.297   0.76
  4750   -0.1344   -0.147 -0.113   0.079  0.226   2.183  0.008   100.0   99.2     0.890   16.4    100.0   0.920  254  1000   1000  0.320   0.74
  4760   -0.0827   -0.142 -0.113   0.072  0.213   2.138  0.005   100.0  100.0     0.891   18.0     83.3   0.935  254  1000   1000  0.303   0.76
  4770   -0.0638   -0.098 -0.113   0.112  0.210   2.877  0.005   100.0  100.0     0.859   25.0    100.0   0.857  254  1000   1000  0.305   0.72
  4780   -0.0497   -0.093 -0.113   0.101  0.193   3.002  0.005   100.0  100.0     0.852   32.8    100.0   0.876  254  1000   1000  0.274   0.81
  4790   -0.0217   -0.098 -0.113   0.115  0.213   3.548  0.005   100.0   99.2     0.764   35.2     91.7   0.856  254  1000   1000  0.263   0.81
  4800   -0.0174   -0.073 -0.109   0.143  0.216   3.786  0.005   100.0  100.0     0.727   32.8    100.0   0.812  254  1000   1000  0.269   0.74
      saved checkpoint @ step 4800 | examples: ['NCCc1cccnc1', 'C/C(=N\\N=C\\c1ccccc1)c1ccccc1', 'Cc1cc(O)nc2c(C)cccc12', 'CCCCC(C)NC(=O)c1cc(Br)ccc1OC', 'O=C(CCOc1ccc(F)cc1)Nc1ccccc1N1CCCC1']
  4810   -0.0007   -0.056 -0.109   0.165  0.221   4.243  0.011   100.0   97.7     0.720   39.1    100.0   0.797  256  1000   1000  0.277   0.77
  4820    0.3331   -0.032 -0.109   0.202  0.234   4.296  0.130   100.0   98.4     0.730   41.4    100.0   0.819  257  1000   1000  0.263   0.75
  4830    0.1225   -0.117 -0.109   0.133  0.250   2.998  0.130   100.0  100.0     0.844   14.1    100.0   0.895  258  1000   1000  0.289   0.78
  4840   -0.0353   -0.172 -0.109   0.067  0.224   2.160  0.086    98.4  100.0     0.881    7.0     91.7   0.959  258  1000   1000  0.307   0.74
  4850   -0.1414   -0.157 -0.113   0.068  0.216   2.474  0.017    99.2  100.0     0.858   15.6     83.3   0.968  259  1000   1000  0.299   0.75
  4860   -0.0824   -0.150 -0.113   0.058  0.209   2.210  0.017   100.0  100.0     0.766   14.8     91.7   0.973  259  1000   1000  0.292   0.74
  4870   -0.0486   -0.141 -0.113   0.064  0.205   2.139  0.017   100.0  100.0     0.820   20.3    100.0   0.923  259  1000   1000  0.288   0.74
  4880   -0.0050   -0.150 -0.113   0.080  0.207   2.900  0.017    97.7  100.0     0.744   20.3    100.0   0.878  259  1000   1000  0.293   0.73
  4890   -0.0504   -0.094 -0.113   0.117  0.211   2.921  0.011   100.0  100.0     0.773   27.3    100.0   0.904  259  1000   1000  0.271   0.76
  4900   -0.0133   -0.117 -0.114   0.089  0.206   2.720  0.011   100.0  100.0     0.742   26.6    100.0   0.882  259  1000   1000  0.264   0.70
  4910   -0.0365   -0.048 -0.114   0.174  0.222   3.988  0.011   100.0  100.0     0.773   39.8    100.0   0.836  259  1000   1000  0.259   0.71
  4920   -0.0224   -0.053 -0.114   0.144  0.197   4.178  0.011   100.0  100.0     0.719   39.8    100.0   0.869  259  1000   1000  0.249   0.68
  4930    0.0673   -0.058 -0.114   0.169  0.227   3.453  0.038   100.0   99.2     0.795   33.6    100.0   0.831  261  1000   1000  0.247   0.61
  4940    0.1182   -0.106 -0.114   0.114  0.220   2.670  0.130   100.0  100.0     0.859   21.1    100.0   0.938  261  1000   1000  0.270   0.58
  4950    0.0723   -0.139 -0.116   0.095  0.226   2.375  0.130    99.2  100.0     0.827   14.8    100.0   0.911  261  1000   1000  0.286   0.55
  4960   -0.1117   -0.142 -0.116   0.097  0.232   2.270  0.038    99.2  100.0     0.850   18.0    100.0   0.954  261  1000   1000  0.300   0.59
  4970   -0.1089   -0.147 -0.116   0.099  0.231   2.260  0.002    98.4  100.0     0.833   18.8     91.7   0.892  261  1000   1000  0.307   0.55
  4980   -0.0969   -0.099 -0.116   0.122  0.220   3.027  0.001   100.0  100.0     0.852   24.2    100.0   0.897  261  1000   1000  0.291   0.56
  4990   -0.0524   -0.119 -0.116   0.112  0.223   2.852  0.001    99.2  100.0     0.787   28.1    100.0   0.874  261  1000   1000  0.250   0.55
      TL @ step 5000: 500 mols, 2/2 epochs, nll 0.250, kl_after 3.98
  5000   -0.0472   -0.077 -0.116   0.145  0.223   3.622  0.001   100.0   98.4     0.794   31.2    100.0   0.827  263  1000   1000  0.252   0.57
      saved checkpoint @ step 5000 | examples: ['Cc1ccc(NC(=O)Nc2ccccc2)cc1-c1ccc2cc(NC(=O)C3CCN(C(=O)C(C)(C)C)C3)ncc2c1', 'COCCN(C)S(=O)(=O)c1ccccc1O', 'CCN(CC)CCNC(=O)CCc1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1', 'CC(=O)Nc1nc(-c2ccc(C)cc2)nn1-c1ccccc1', 'Cc1ccccc1-c1ccc2cc(NC(=O)C3CC3(CC(=O)NC3CC3)C3CC3)ncc2c1']

RL_BASELINE_DONE in 70.8 min
